[ 2026-03-16 17:42:07,318 ] 16 root - INFO - Initiate the data ingestion
[ 2026-03-16 17:42:09,154 ] 68 root - INFO - Performed train test split on the dataframe
[ 2026-03-16 17:42:09,154 ] 70 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-16 17:42:09,154 ] 78 root - INFO - Exporting train and test file path.
[ 2026-03-16 17:42:09,183 ] 87 root - INFO - Exported train and test file path.
[ 2026-03-16 17:42:09,183 ] 18 root - INFO - Data ingesstion completed
[ 2026-03-16 17:42:09,186 ] 22 root - INFO - Initiate the data Validation
[ 2026-03-16 17:42:09,195 ] 32 root - INFO - Required number of columns:2
[ 2026-03-16 17:42:09,195 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-16 17:42:09,195 ] 32 root - INFO - Required number of columns:2
[ 2026-03-16 17:42:09,195 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-16 17:42:09,270 ] 24 root - INFO - Data Validation Completed
[ 2026-03-16 17:42:09,270 ] 27 root - INFO - Data Transformation started
[ 2026-03-16 17:42:09,270 ] 68 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-16 17:42:09,270 ] 70 root - INFO - Starting Data transformation
[ 2026-03-16 17:42:09,279 ] 53 root - INFO - Entered get_data_transformer_object method of Transformation class
[ 2026-03-16 17:42:09,279 ] 58 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-16 17:42:09,284 ] 54 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 17:42:09,285 ] 58 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 17:42:09,285 ] 54 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 17:42:09,287 ] 58 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 17:42:09,287 ] 31 root - INFO - Data Transformation completed
[ 2026-03-16 17:42:09,287 ] 33 root - INFO - Model Training sstared
[ 2026-03-16 17:43:55,494 ] 54 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 17:43:55,494 ] 58 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 17:43:55,494 ] 54 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-16 17:43:55,511 ] 58 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-16 17:43:55,511 ] 138 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/03_16_2026_17_42_06/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9919028340080972, precision_score=0.9902991107518189, recall_score=0.9935117599351176), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9766505636070854, precision_score=0.9634630659253376, recall_score=0.990204081632653))
[ 2026-03-16 17:43:55,513 ] 38 root - INFO - Model Training artifact created
